来源,内容
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The Patriots were now free to impose whatever change they wanted, and after the Battle of Lexington and Thomas Paine’s Common Sense, that change would turn out to be full independence."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The only way the British could possibly overpower the movement now was by sending over a massive military force, and their decision to do that set the stage for the American Revolutionary War."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Movement Failure: Canada"
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"How could the British imperial establishment let a colonial dispute spiral so catastrophically out of control? Well, as we have seen, the British repeatedly committed the cardinal sin of movement suppression: they responded to each strengthening of colonial power with proportionate, rather than overwhelming force."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Even on the eve of Lexington, when the colonies were basically independent, General Gage in Boston still only had 3 thousand troops to suppress the Patriots, rather than the 20 thousand he had requested."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"And if those 20 thousand troops had arrived in Boston immediately after the Stamp Act Riots, the Patriot movement would have been squashed as soon as it had begun."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"These failures occurred because the British establishment did not want to pay for so many troops, and – surprise! – they genuinely believed that such actions would have been tyrannical."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The Patriots rarely fell victim to such concerns, especially when suppressing the Loyalists, and that gave them an advantage over their enemies."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"There was another way to defeat the colonial movement that didn’t involve force."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Local elites were by far the most valuable supporters of the colonial resistance, providing the resources, networks, and social acceptance that the movement would otherwise have taken years to build up."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"That’s why autocrats have often placed local elites under close establishment watch, like how the French moved their nobility to Versailles."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"A few establishment figures proposed something similar for American elites, but this was always seen as a fringe and un-British policy."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Which brings us to Canada."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The British establishment largely failed to keep the colonial Anglo elite on their side, but with Quebec, the sheer cultural differences between ruler and ruled made it obvious that the British needed to adopt a strategy of cooptation, and convince the locals to stick with British rule."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The Quebec Act of 1774, which granted religious tolerance and some acceptance of French law within the province, made British rule far more agreeable to the Quebecois elite, especially compared with the alternative, which was rule by the Anglo colonists that had so recently tried to destroy them."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"And so, despite repeated appeals by the Continental Congresses and even military invasion, Quebec stuck with the British."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Nova Scotia showcased another form of elite cooptation."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"The colony was about the same size as Georgia, and furthermore, half its population was from rebellious New England."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Throughout the period of the American Revolution, the colony also suffered from major political instability, largely caused by the royal Governor’s attempt to take over nearby Prince Edward Island and sell it to the Nova Scotian elite."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"But such corruption kept the elite close to the imperial establishment, which meant that unlike Georgia, Nova Scotia would reject the Continental Association, even at the risk of being boycotted by the other colonies."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"These elite cooptation tactics were not perfect or foolproof: attempts to bribe elites in Virginia and New York generally just drove the losing side to support the colonial resistance."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"But given the importance of elites to the colonial movement, anything that could temporarily reduce their anger towards Britain was helpful, at least until the establishment position could be shored up by the two ultimate guarantors of stability, which were British troops and Loyalist refugees."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Conclusion"
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"In terms of the strategy of protest and revolution, the American Revolution was extremely innovative, even compared to its more influential peers like the French Revolution."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"In the attempt to overcome colonial division and match the power of the British, the colonial resistance, especially its radical Patriot wing, moved from a Spontaneous Uprising based on pure enthusiasm, to a balanced strategy of Vanguardism and finally, to the proto-government of Ideological Mobilization."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"In doing so, the Patriots demonstrated that revolutions could be ‘made’, and that even fringe radical ideologies had a shot at seizing power."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"However, we must also acknowledge that the colonial movement was playing on ‘Very Easy’ mode."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Its activists and leaders were colonial elites, who had the resources, networks, and social status to build a movement at a comparatively low cost."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Its opponent was the British establishment, who, rather than being the ‘tyrants’ of Patriot propaganda, actually responded extremely complacently to colonial unrest."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Nevertheless, the American Revolution was in many ways an organizational triumph, and many future movements would spend much blood and treasure trying to replicate its effects."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"Thanks for watching the video, and please give a like and subscribe."
Strategy of Protest and Revolution 3: The American Revolution (1763-1775) [16/4/2021],"If you have any questions, I’ll be happy to answer them in the comments section."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Hi, and after yet another long hiatus, welcome to Strategy Stuff."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This is the fourth entry in The Strategy of Protest and Revolution, where we’ll look at how revolutionary and protest movements achieve success."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In particular, we’ll focus on the following questions:"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"- How do activists turn public discontent into a coordinated movement?"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023]," - What do successful movements do to achieve their goals? And"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023]," - How have successful strategies changed over time?"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In this entry, we’ll be looking at the Russian Bolshevik Revolution from March to November 1917."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"It’s a long entry, so I’ve split it into two parts, each being its own video."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This first part will focus on Lenin’s social movement strategy, or how Lenin planned to bring socialism to Czarist Russia."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Introduction"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Russia went through 2 revolutions in 1917."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"First, the February Revolution overthrew Czarist autocracy for a liberal Provisional Government; then, the October Revolution overthrew the Provisional Government for a socialist regime that would later become the Soviet Union."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Between these 2 revolutions, the Bolsheviks, led by Lenin, went from being a small group, to one that could take over Russia’s capital of Petrograd."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"How did Lenin pull this off?"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Let’s first review what social movements are about."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"A ‘social movement’ harnesses the collective power of ordinary people to impose change upon society."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In this, it is resisted by an ‘establishment’ that represents existing interests, and can use the powers of the state – particularly those related to coercion and violence – to maintain said interests."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Against this, movements do 2 things."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"First, they raise ‘issues’ that encourage the public to participate in the movement; second, they create ‘organizations’ that turn this participation into power: physical, political, and more."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Power is what a movement uses to achieve change: either by getting the establishment to negotiate, or by overpowering it entirely in a revolution."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"On the surface, Russia in 1917 was fertile ground for a ‘socialist’ movement based around the interests of the lower classes."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Decades of minimal socioeconomic reform had created huge resentments amongst the poor: rural peasants were crushed by unrepayable debt, while urban workers slaved in miserable and humiliating conditions."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"On top of this, Russia’s participation in World War One had ended German imports and disrupted civilian logistics, resulting in soaring inflation, collapsing living conditions and an explosion in political discontent."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Despite this, serious obstacles still stood in the way of socialist success."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Problem & Issue 1: Socialism in Russia"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The first obstacle to socialist success was establishment state power, especially the Russian secret police with its extensive monitoring and infiltration capabilities."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The Bolsheviks developed several responses to state suppression, as we’ll see later, but this was ultimately not enough and by 1917, the movement had been neutralized throughout Russia."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Still, evading state power was seen mainly as a matter of practical execution; and it therefore took a back seat to the task of formulating an actual movement strategy."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Which brings us to the second and far more fundamental obstacle: socialism’s unpopularity in 1917 Russia."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"While many Russians were sick of the Czarist establishment, that didn’t mean that they saw socialism as the solution."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In fact, to use our template for social movements, many socialists themselves believed that their ‘Socialist Issue’ would only attract minuscule participation in 1917 Russia, making it impossible to achieve success there."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Briefly and extremely generally, the Socialist Issue was derived from the socioeconomic theories of Karl Marx."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"It claimed that society had a major problem: the proletariat – meaning people who could only survive through wage work, which under classical Marxism meant urban factory workers – was being ‘exploited’ by the capitalist bourgeoisie, who controlled the wage-paying ‘means of production’ – like factories – and used this control to force the proletariat to work for less than fair wages."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"To socialists, exploitation was responsible for the worker misery and humiliation that was commonplace at the time."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"To end exploitation, the Socialist Issue proposed the following solution: a socialist movement would take over the state, and use its powers to establish proletarian control over the means of production."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Socialists argued that this would lead to properly-rewarded work, which would let the proletariat fully contribute to society, and eventually result in a Communist utopia of technological super-progress, material abundance and individual self-realization."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"So why was this Socialist Issue unpopular in 1917 Russia? Firstly and straightforwardly, issues that attract the public need to be relevant to their concerns, and the Socialist Issue wasn’t that."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Classical Marxism focused on the exploitation of the urban factory worker, who in 1917 Russia made up only 2% of the population."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"It had little to say to the rural peasant majority and drove away all but the most idealistic bourgeoisie."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"What’s more, socialists believed that their issue, as of 1917, wouldn’t even attract that 2% of the proletariat."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This was because socialism had – and has – a real difficulty demonstrating its relevance to the lower classes, especially against competing narratives."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Why should workers blame ‘capitalist exploitation’ for unfair wages, instead of immigration or automation? Why is a better life only possible through ‘seizing the means of production’, instead of – say – voting for bread and circuses?"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"There are many ways to interpret this difficulty; crucially for socialists, they did so by developing the concept of ‘class consciousness’."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The practical effect of this idea is that workers can’t immediately embrace socialism, because they start off with ‘low consciousness’ and therefore have a naïve view of capitalism: for example, they believe that their misery comes from a ‘bad boss’ and simply replacing him will solve everything."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"But as workers experience repeated boss changes without improvement, they will start to appreciate that the problem goes beyond any one bad boss, and instead involves a system that keeps putting bad bosses in charge."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This eventually leads to ‘high consciousness’ workers who understand that their misery does not come from any one bad boss, but from a system that rewards bad bosses with wealth."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Only now will they find the appeal of the Socialist Issue and its proposed solution."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"So to get a large socialist movement, there must first be a high consciousness proletariat."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"But as seen above, for a proletariat to become high consciousness, it must first be subject to extensive capitalist exploitation."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"As such, classical Marxism argued that socialist movements would only develop after a certain stage of socioeconomic development, namely when society becomes dominated by the capitalist bourgeoisie and its political ideology, liberalism."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"By 1917, most socialists agreed that developed Europe, especially Germany, was liberal and capitalist enough to have large and viable movements."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"By contrast, despite rapid industrialization, Russia was still seen as non-capitalist and illiberal; so most socialists assumed that its proletariat would be too proportionally small and low consciousness to participate effectively in socialism."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This meant that any movement there would be minuscule and therefore powerless against the Czarist establishment."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Classical Marxism had no answer for this, except to wait for socioeconomic development."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In this way, the ideology actually has no place for a strategy of protest and revolution."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In the words of Engels: ‘revolutions are not made deliberately and arbitrarily but… are the necessary consequence of circumstances’."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Issue 2: Social Revolutionaries, Mensheviks & Bolsheviks"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Classical Marxism saw no hope for socialism in 1917 Russia, but of course that didn’t stop activists from trying."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Ultimately, they coalesced into three main groups, each proposing a solution that would let a minuscule socialist movement overpower the Czarist establishment."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The first group was the Social Revolutionary Party, or SRs."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Recognizing that most of Russia’s population were peasants, the SRs proposed to bring them into the movement."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"As such, they redefined ‘proletariat’ to include peasants alongside urban factory workers."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This went against classical Marxism, partly because many peasants owned a ‘means of production’ in the form of land, and partly because peasants were seen as stubbornly low consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Even less Marxist was how the SRs sealed this political coalition, by promising to redistribute aristocratic and even state land to the peasants! Nevertheless, peasant support gave the SRs the largest following out of the three, not just in the countryside but also in industrial cities with large migrant populations."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The second group was the ‘Menshevik’ faction of the Russian Social Democratic Labor Party."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"They largely followed classical Marxism, both in focusing on the urban factory worker, and in the assessment that said workers were still low consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Their solution was, therefore, to raise consciousness by promoting Russia’s socioeconomic development – which meant letting the capitalist bourgeoisie further exploit the proletariat!"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Nevertheless, this meant that the Mensheviks would team up with well-funded bourgeois movements who also wanted to overpower the Czarist establishment, albeit for liberal rather than socialist change."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"By riding on their coattails, the Mensheviks hoped to acquire goodwill or even power, which they could then use to achieve some socialism within Russia."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Then, there was the ‘Bolshevik’ faction of the Russian Social Democratic Labor Party – the group headed by Lenin."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Like the Mensheviks, the Bolsheviks also focused on the urban factory worker and their current low consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"But unlike them and contrary to classical Marxism, the Bolsheviks did not believe that socioeconomic development was the only way to raise consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Instead, Lenin argued that, rather than waiting for workers to become disillusioned with capitalism, a movement could artificially and prematurely raise their consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"If done right, that meant workers would become high consciousness without first needing liberal regimes or mass industrialization."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In other words, a socialist revolution could happen in Czarist Russia right now."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"And in choosing this approach, Lenin would revolutionize movement strategy forever."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Grand Strategy: Mass Agitation"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"At first glance, the Bolshevik proposal to artificially raise consciousness might seem like just another heretical interpretation of Marx."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In fact, what they proposed was a completely different movement grand strategy."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Earlier, we said that movements do 2 things: raise issues to promote public participation, and create organizations to convert participation into power."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"From this, we can derive 3 movement grand strategies: 1 focused purely on issues, 1 purely on organization, and 1 combining the 2."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"For this entry, we’ll be focusing on the first and third grand strategies."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"What the SRs and Mensheviks were doing was the issue-focused grand strategy, known as the ‘Spontaneous Uprising’."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In it, a movement finds an issue so appealing to the public that they participate in droves, forming a sheer weight of numbers that overpowers establishment resistance."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"As the Socialist Issue was not attractive enough to do this in 1917 Russia, the SRs and Mensheviks had to partner with other movements to achieve the necessary size – the peasants for the SRs, the bourgeoisie for the Mensheviks."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Such partnerships inevitably diluted the change that these socialists hoped to bring to society, but they felt they had no other choice."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"To an ideologue like Lenin, diluting socialism was abhorrent, and so copying the SR or Menshevik partnerships was a non-starter."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"But that meant that the Bolsheviks needed an alternative pathway towards movement success: after all, the only way a Spontaneous Uprising can win is through sheer size, because the typical participant will not sacrifice very much for a cause, and therefore will not generate much power."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Large numbers can still multiply this into something establishment-threatening, but Lenin was now rejecting this because of ideological purity."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"So what was his solution?"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Lenin’s solution began with the profound industrial-age insight that a movement didn’t have to accept everything within its environment as fixed."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Like everything in strategy, environmental factors will always limit a movement’s potential: for example, the public will only find certain issues relevant, and participants will only generate so much power."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The small proletariat and their lack of consciousness were, of course, major environmental constraints on socialism in 1917 Russia."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The SR and Menshevik strategies worked within these limits."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The Bolsheviks, by contrast, believed that said limits could be manipulated, and that industrial technology made this task easier than ever before: for example, by manipulating information through propaganda, an issue can become relevant to participants who wouldn’t have ‘naturally’ cared before."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Here, Lenin believed that he could manipulate consciousness growth within the Russian proletariat, and in so doing, prematurely mold them into exceptionally-committed participants, ready to make the large sacrifices necessary for powerful actions, up to and including socialist revolution."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"If done right, the small Bolshevik movement would generate a power vastly larger than its size, freeing it from the need to partner with non-socialists in order to achieve success."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"To manipulate effectively, the Bolsheviks would need a level of coordination and effort higher than mere individual initiative, and so Lenin saw the need to organize participants in order to direct their actions."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"This conscious use of organization to manipulate the environment is a core theme of Lenin’s strategy; but at the same time, Lenin still saw limits to its use, if only because organizations cost resources."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Lenin wasn’t out to manipulate everything, just the consciousness of the proletariat, who were at least considered latent followers of the Socialist Issue."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The Bolsheviks weren’t trying to convert non-proletarians, nor were they actively organizing for a rebellion."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"The point was to raise proletarian consciousness to such an extent that they would see the need for revolution and carry it out themselves."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Lenin’s combination of organization and issue resulted in a new grand strategy, which this video series has called ‘Mass Agitation’."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Under Mass Agitation, a movement uses organization to boost the power generated from existing participants, sometimes by coordinating or leading action, other times – as the Bolsheviks did here – by increasing their level of commitment."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"If done right, Mass Agitations can win without achieving large amounts of support: not only can this be easier, but perhaps more importantly, it also allows a movement to maintain ideological purity."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Next, we turn to how Lenin saw Mass Agitation working in practice."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Action: Agitation"
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Under a grand strategy of Mass Agitation, Lenin theorized that his Bolshevik movement could grow in power by using organized manipulation to artificially raise proletarian consciousness."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"Now, it was time to apply theory to reality."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In considering how to raise consciousness, Lenin could have drawn from a homemade tradition: modern political terrorism."
The Russian Bolshevik Revolution (Mar-Nov 1917) | Strategy of Protest and Revolution 4.5 [13/4/2023],"In the 1870s, a few Russian proto-socialists saw peasant revolution as the way to achieve utopia, and like their socialist descendants, were frustrated at the peasants’ lack of interest."
